Reduction order,Eigenvalue reassignment,Error,Runtime
84.0,1.0,3.2101074892901596e-05,0.6967184543609619
85.0,0.0,3.2320343162236836e-05,0.7404444217681885
86.0,0.0,3.1928182312713276e-05,0.7655894756317139
87.0,0.0,3.161990694254475e-05,0.739220142364502
88.0,0.0,3.151268734200502e-05,0.8142919540405273
89.0,1.0,3.043951740710124e-05,0.7562806606292725
90.0,1.0,3.039781484912924e-05,0.7913005352020264
91.0,0.0,3.143798100560198e-05,0.7324774265289307
92.0,0.0,3.143622371019846e-05,0.775686502456665
93.0,1.0,3.058809963415938e-05,0.8213934898376465
94.0,1.0,2.8926047118743227e-05,0.8916633129119873
95.0,1.0,2.8963175150497167e-05,0.8052520751953125
96.0,0.0,2.9701430248835415e-05,0.8710386753082275
97.0,1.0,2.612236086483846e-05,0.8568120002746582
98.0,1.0,2.675799676575017e-05,0.9061009883880615
99.0,1.0,2.6710734202537576e-05,0.9174075126647949
100.0,1.0,2.6898328095151026e-05,0.9278228282928467
101.0,0.0,2.707482380570301e-05,0.925694465637207
102.0,1.0,2.600919405163596e-05,0.9648902416229248
103.0,1.0,2.4966728150189085e-05,0.9391040802001953
104.0,1.0,2.4162856158128893e-05,0.9746465682983398
105.0,1.0,2.3951777686443954e-05,0.9706895351409912
106.0,0.0,2.404235504903292e-05,1.0713143348693848
107.0,0.0,2.5008214251519387e-05,1.0177726745605469
108.0,0.0,2.406263409191787e-05,1.0514872074127197
109.0,0.0,2.3606798599395398e-05,1.0660858154296875
110.0,0.0,2.3702073820663335e-05,1.135021686553955
111.0,1.0,2.3556024680872627e-05,1.064631700515747
112.0,1.0,2.3609220563973095e-05,1.0871460437774658
113.0,1.0,2.355808912010928e-05,1.1011219024658203
114.0,1.0,2.342598001111629e-05,1.134709358215332
115.0,1.0,2.3451827814529622e-05,1.1243457794189453
116.0,1.0,2.395906848476397e-05,1.2010414600372314
117.0,1.0,2.3549134216969086e-05,1.1934340000152588
118.0,1.0,2.317571257121164e-05,1.2677440643310547
119.0,0.0,2.189275164925962e-05,1.1043109893798828
120.0,0.0,2.200117851902375e-05,1.2615346908569336
121.0,0.0,2.198658760196e-05,1.2272393703460693
122.0,0.0,2.199136122865921e-05,1.3165514469146729
123.0,0.0,2.2016640777933342e-05,1.1983437538146973
124.0,0.0,2.211521512128547e-05,1.2715930938720703
125.0,0.0,2.252094019418207e-05,1.3277232646942139
126.0,1.0,2.2901802999620343e-05,1.3555479049682617
127.0,1.0,2.2951837168577094e-05,1.4552593231201172
128.0,0.0,2.324198401574305e-05,1.3893561363220215
129.0,1.0,2.280135176096753e-05,1.4429004192352295
130.0,1.0,2.307765717738759e-05,1.6363227367401123
131.0,0.0,2.238277237842047e-05,1.4928710460662842
132.0,0.0,2.3220566969742813e-05,1.4468529224395752
133.0,0.0,2.181121008813701e-05,1.453334093093872
134.0,1.0,2.153589503778675e-05,1.540924072265625
135.0,0.0,2.2115925742616378e-05,1.4958431720733643
136.0,0.0,2.240306595962259e-05,1.534921407699585
137.0,1.0,2.2202345278791288e-05,1.6150503158569336
138.0,1.0,2.224616725869307e-05,1.7195913791656494
139.0,1.0,2.244849722100008e-05,1.5334570407867432
140.0,1.0,2.2663481466336756e-05,1.697291612625122
141.0,1.0,2.25379433518656e-05,1.6674461364746094
142.0,0.0,2.266155911502088e-05,1.7472519874572754
143.0,1.0,2.2204189147431265e-05,1.6317808628082275
144.0,0.0,2.2789482366835766e-05,1.73594069480896
145.0,0.0,2.2644000942435324e-05,1.8460006713867188
146.0,1.0,2.237889503127089e-05,1.8443567752838135
147.0,0.0,2.2811371921422434e-05,1.7349870204925537
148.0,1.0,2.2707629097221136e-05,1.83247709274292
149.0,1.0,2.179799333226312e-05,1.6200764179229736
150.0,0.0,2.275591913645704e-05,1.762681007385254
151.0,0.0,2.144647079077359e-05,1.7562220096588135
152.0,1.0,2.2058098904630706e-05,1.884739637374878
153.0,1.0,2.378400469310815e-05,1.759899377822876
154.0,0.0,2.364814137590859e-05,1.8508515357971191
155.0,1.0,2.220312488026917e-05,1.7293589115142822
156.0,0.0,2.242645463006637e-05,1.8525724411010742
157.0,0.0,2.2475522238396348e-05,1.831191062927246
158.0,0.0,2.21161141073529e-05,1.8173847198486328
159.0,1.0,2.2305490435232045e-05,1.9821081161499023
160.0,0.0,2.25009125878038e-05,1.9754910469055176
161.0,0.0,2.307446398538379e-05,1.8486087322235107
162.0,0.0,2.307682169742344e-05,1.8518354892730713
163.0,1.0,2.3357740031039442e-05,2.028796434402466
164.0,1.0,2.3641168549897664e-05,2.0171327590942383
165.0,1.0,2.3672562536013085e-05,1.94307541847229
166.0,0.0,2.3892470885003215e-05,2.0415267944335938
167.0,1.0,2.1817057203265838e-05,2.096663236618042
168.0,0.0,2.242243359097732e-05,2.1505963802337646
169.0,1.0,2.1823981096304042e-05,2.2033209800720215
170.0,1.0,2.2090112712752814e-05,2.1478171348571777
171.0,0.0,2.2245873874201085e-05,2.166203737258911
172.0,1.0,2.1995470788508227e-05,2.1152286529541016
173.0,0.0,2.2212627543905062e-05,2.0678930282592773
174.0,0.0,2.2540957203225395e-05,2.051353931427002
175.0,0.0,2.23738793209695e-05,2.0375616550445557
176.0,0.0,2.2282567057298898e-05,2.059513568878174
177.0,1.0,2.1986073755102936e-05,2.086428642272949
178.0,0.0,2.182698557048663e-05,2.1074295043945312
179.0,0.0,2.188662148139104e-05,2.0100059509277344
180.0,1.0,2.176337700823734e-05,2.184270143508911
181.0,0.0,2.2272555286220616e-05,2.2234857082366943
182.0,1.0,2.2010713151973386e-05,2.263333797454834
183.0,0.0,2.2236554882110015e-05,2.157912015914917
184.0,0.0,2.2375928072283993e-05,2.2826387882232666
185.0,1.0,2.210987266298713e-05,2.2313294410705566
186.0,1.0,2.1902673614997164e-05,2.26474928855896
187.0,1.0,2.2036363818858585e-05,2.1453042030334473
188.0,0.0,2.233609171896321e-05,2.27756404876709
189.0,0.0,2.233471548013019e-05,2.346604824066162
190.0,1.0,2.1942627485764315e-05,2.4388601779937744
191.0,0.0,2.2210662589168142e-05,2.5344326496124268
192.0,0.0,2.236978505498279e-05,2.7037878036499023
193.0,1.0,2.204136663438962e-05,2.759262800216675
194.0,1.0,2.221005473576483e-05,3.042797088623047
195.0,0.0,2.2505624627876785e-05,2.5008456707000732
196.0,1.0,2.222388408154558e-05,2.827472686767578
197.0,1.0,2.20509483192022e-05,2.8642196655273438
198.0,0.0,2.238751141918901e-05,2.9159862995147705
