Reduction order,Eigenvalue reassignment,Error,Runtime
97.0,2.0,0.000523719799121732,0.890052080154419
98.0,2.0,2.9359867299033333e-05,0.889918327331543
99.0,0.0,2.9830992614936796e-06,0.9092109203338623
100.0,0.0,2.9701599441335177e-06,0.9400119781494141
101.0,1.0,3.0123813681677218e-06,0.9160144329071045
102.0,0.0,3.2850680038985323e-06,0.9541106224060059
103.0,0.0,3.3585537052248843e-06,0.9576625823974609
104.0,2.0,0.00028832384911320184,0.9838123321533203
105.0,0.0,3.5271299827847364e-06,0.9506840705871582
106.0,2.0,0.0004168034369695603,1.01412034034729
107.0,2.0,0.00011581810619077394,1.020448923110962
108.0,2.0,0.0004327587120266873,1.0240342617034912
109.0,2.0,0.000987040558421402,1.0148370265960693
110.0,2.0,0.00029051048190257146,1.0889809131622314
111.0,0.0,2.7378112182436263e-06,0.9787440299987793
112.0,2.0,0.00031244442073743723,1.051225185394287
113.0,0.0,2.8304789507362113e-06,1.084076166152954
114.0,2.0,0.00017664657244337756,1.1764681339263916
115.0,0.0,2.82816899391977e-06,1.117987871170044
116.0,0.0,2.800974072859882e-06,1.2099485397338867
117.0,1.0,2.752817528555078e-06,1.2332055568695068
118.0,0.0,2.880182434925791e-06,1.2033953666687012
119.0,2.0,0.0003243949286061477,1.1426656246185303
120.0,2.0,5.53884326201148e-05,1.2182471752166748
121.0,0.0,2.9650496944035706e-06,1.2502591609954834
122.0,0.0,3.10250031413945e-06,1.366508960723877
123.0,2.0,0.0002048476796544074,1.2725117206573486
124.0,0.0,3.4055652040398047e-06,1.323108434677124
125.0,0.0,3.428747615358878e-06,1.3505663871765137
126.0,0.0,3.4253433721344735e-06,1.4254965782165527
127.0,1.0,3.43801493945146e-06,1.3816821575164795
128.0,1.0,3.3623388740814437e-06,1.4588677883148193
129.0,0.0,3.309964460691678e-06,1.6682076454162598
130.0,0.0,3.6608814486768653e-06,1.5268871784210205
131.0,0.0,3.528420081299286e-06,1.3775553703308105
132.0,1.0,3.519911008357812e-06,1.421778678894043
133.0,1.0,3.0021081960097008e-06,1.4259471893310547
134.0,0.0,3.2180406305137095e-06,1.4726784229278564
135.0,0.0,3.076149904716246e-06,1.5621097087860107
136.0,0.0,2.655157139339936e-06,1.629607915878296
137.0,2.0,0.0033426781875267315,1.5643641948699951
138.0,1.0,3.232436837189309e-06,1.6977119445800781
139.0,1.0,2.739356388288762e-06,1.53668212890625
140.0,0.0,2.7125516686929882e-06,1.690298080444336
141.0,0.0,2.7566414246959993e-06,1.7072041034698486
142.0,0.0,2.666652907017722e-06,1.6918423175811768
143.0,0.0,2.6788175601762615e-06,1.6952714920043945
144.0,1.0,2.679464060546874e-06,1.8492536544799805
145.0,0.0,3.033215289100689e-06,1.8268377780914307
146.0,2.0,0.001269863892586941,1.8702402114868164
147.0,1.0,3.0813694279528896e-06,1.7671518325805664
148.0,2.0,0.0006613942238606863,1.9647901058197021
149.0,1.0,3.323561710015911e-06,1.6895320415496826
150.0,2.0,0.0014920509567590587,2.064483880996704
151.0,2.0,0.0034463193284292133,1.9328405857086182
152.0,1.0,4.777925576239668e-06,1.9941110610961914
153.0,2.0,0.0016958997050865669,1.740293264389038
154.0,2.0,0.0003930624314123802,1.7437410354614258
155.0,1.0,3.506457391189652e-06,1.8834688663482666
156.0,0.0,3.6083067625450615e-06,2.3505120277404785
157.0,0.0,3.28658429644464e-06,1.9109020233154297
158.0,2.0,0.004883624831474302,2.4126272201538086
159.0,0.0,3.3733104895050165e-06,2.3793859481811523
160.0,1.0,2.9847561612488747e-06,2.3637924194335938
161.0,0.0,2.970781649242935e-06,2.0124049186706543
162.0,0.0,2.8689489506043284e-06,2.3412563800811768
163.0,2.0,0.0026130290163011885,1.983011245727539
164.0,0.0,2.964710416703615e-06,2.0509753227233887
165.0,2.0,0.004513362677255202,2.2382586002349854
166.0,0.0,2.910725049755363e-06,2.2498080730438232
167.0,0.0,2.9368174661198844e-06,2.253420114517212
168.0,2.0,0.003935579055331348,2.022207498550415
169.0,2.0,0.006451473915874806,2.036024808883667
170.0,0.0,3.093386456463257e-06,2.054323434829712
171.0,0.0,3.2485896400001184e-06,2.025601387023926
172.0,2.0,0.022527839480161613,2.370149850845337
173.0,2.0,0.0214049776172834,2.0236055850982666
174.0,0.0,3.254398869729773e-06,2.369279623031616
175.0,0.0,3.475260353085541e-06,2.2343802452087402
176.0,0.0,3.3701545737367452e-06,2.413461685180664
177.0,1.0,3.597998921457645e-06,2.3083624839782715
178.0,0.0,3.00291459045571e-06,2.1515965461730957
179.0,1.0,3.1165474207239495e-06,2.113640069961548
180.0,0.0,2.9884055995076177e-06,2.653485059738159
181.0,0.0,4.0187492333645794e-06,2.650251865386963
182.0,0.0,3.741607894690415e-06,2.8814971446990967
183.0,2.0,0.01954745752563555,2.246558427810669
184.0,2.0,0.005980081365313039,2.233125925064087
185.0,2.0,0.019370640344880043,2.2763020992279053
186.0,0.0,5.992423612836649e-06,2.595414638519287
187.0,1.0,3.0905733523105985e-06,2.333277940750122
188.0,2.0,0.00728754782995919,2.448207139968872
189.0,1.0,3.1625553278766785e-06,2.513171911239624
190.0,1.0,3.1504833123276016e-06,2.388751983642578
191.0,0.0,3.2964644661756867e-06,2.4121272563934326
192.0,1.0,3.328123865145035e-06,2.5584707260131836
193.0,1.0,3.2905583114515926e-06,2.6802053451538086
194.0,1.0,3.1525996687851163e-06,3.0386667251586914
195.0,0.0,3.153530754852208e-06,2.360095262527466
196.0,0.0,3.1837558436747167e-06,2.5149712562561035
197.0,2.0,0.042423565200538235,2.4823052883148193
198.0,1.0,3.161346548383761e-06,2.480529546737671
